date,open,high,low,close,volume
2019-01-31,4603.280925,4645.485988,4551.756132,4572.126399,29607.190253
2019-02-01,4572.126399,4643.88832,4528.323668,4609.3653773,25260.476159
2019-02-02,4609.538458,4695.013696,4580.3677031,4666.2157303,17920.802
2019-02-03,4665.2704434,4674.6301151,4561.34214,4604.0930729,19867.33639
2019-02-04,4604.0930729,4639.7343832,4571.0746009,4610.8964758,23131.981108
2019-02-05,4610.8964758,4631.8658683,4591.2052177,4622.0402101,25264.41503
2019-02-06,4622.0135823,4636.8585808,4500.0982,4533.8755643,35310.244846
2019-02-07,4536.04573,4561.9412655,4513.4121,4524.595776,18665.538638
2019-02-08,4524.595776,4970.8510762,4490.911609,4871.6092656,47968.058013
2019-02-09,4873.2468753,4899.5418278,4826.4618307,4879.7840002,24759.833719
2019-02-10,4879.7840002,4906.1588361,4805.9983664,4899.5950834,23250.602634
2019-02-11,4899.1823525,4906.039011,4813.6804867,4834.3436595,24954.614571
2019-02-12,4834.3436595,4883.005964,4769.4916526,4834.8895294,29479.59823
2019-02-13,4834.9560989,4886.2013,4782.0200325,4805.519066,25773.997648
2019-02-14,4804.1077926,4828.152696,4750.5459729,4780.4356784,21753.501261
2019-02-15,4780.4489923,4863.8738897,4757.6555955,4796.2925333,20777.872899
2019-02-16,4796.3191611,4857.176998,4790.2213949,4817.5148899,19565.992751
2019-02-17,4815.9305358,4926.2894529,4798.862116,4882.9793362,25690.227779
2019-02-18,4883.0325918,5225.70575,4866.23045,5190.557054,64042.730492
2019-02-19,5188.8928165,5318.2639828,5133.83984,5202.7925281,50207.172667
2019-02-20,5202.2067165,5308.2253022,5153.3580174,5285.2721386,36205.14085
2019-02-21,5285.2721386,5347.5013072,5193.7923317,5242.0951609,31103.884728
2019-02-22,5242.0951609,5309.58332,5227.9025435,5274.96718,23943.16375
2019-02-23,5274.96718,5541.2718078,5236.5565785,5482.3444864,33657.942883
2019-02-24,5482.66402,5589.17522,4942.9983974,4984.1383484,62224.18689
2019-02-25,4984.1383484,5156.0207974,4979.3986,5096.4544088,38102.966245
2019-02-26,5097.1467316,5114.5479989,5028.66003,5071.5707297,28838.748036
2019-02-27,5071.6772409,5111.0065015,4895.7473663,5083.3402173,31500.995466
2019-02-28,5083.3002756,5176.44432,5011.1788793,5077.5087291,32561.961044
2019-03-01,5078.2676214,5135.17123,5076.6033839,5089.90397,23174.57217
2019-03-02,5088.7989163,5114.2817209,5022.3359275,5085.8166027,19445.838355
2019-03-03,5085.8698583,5105.88065,5034.4116348,5069.6002725,16718.16541
2019-03-04,5069.0277748,5099.2237,4887.1199591,4946.513267,34742.84166
2019-03-05,4947.578379,5161.932169,4930.8694345,5136.1431447,32962.536162
2019-03-06,5135.9434362,5201.74073,5076.7098951,5141.6151576,24775.11883
2019-03-07,5141.6151576,5199.610506,5113.070156,5157.3255596,26455.257661
2019-03-08,5157.3122457,5235.02548,5059.282,5145.6758971,34730.366592
2019-03-09,5145.6625832,5287.9482325,5132.1756025,5249.7240256,30979.747653
2019-03-10,5250.2432677,5250.2432677,5168.0432491,5214.8149798,23187.561412
2019-03-11,5213.7099261,5241.6558022,5099.2237,5154.6228379,38066.885705
2019-03-12,5154.6228379,5199.344228,5093.9780234,5169.4278947,26921.008622
2019-03-13,5169.3746391,5183.8468484,5112.5376,5147.15374,24461.008757
2019-03-14,5147.15374,5219.0488,5073.1683977,5161.9587968,27048.74853
2019-03-15,5161.9587968,5244.6381158,5155.408358,5224.0548264,21740.061498
2019-03-16,5224.9867994,5401.4226022,5221.6849522,5333.5217122,28568.376124
2019-03-17,5333.5217122,5341.53668,5259.0038139,5300.4499846,18814.255577
2019-03-18,5301.3952715,5374.82143,5263.4240287,5309.3303559,22454.47801
2019-03-19,5309.3569837,5366.83309,5285.6183,5346.2364867,19893.741815
2019-03-20,5348.8326972,5392.1295,5299.597895,5382.8630256,23432.300255
